Group,Samples,Accuracy,Precision,Recall,F1,Prediction_Rate,False_Positive_Rate,False_Negative_Rate
Female,467,0.9143468950749465,0.7964071856287425,0.9568345323741008,0.869281045751634,0.3576017130620985,0.10365853658536585,0.04316546762589928
Male,381,0.8818897637795275,0.7801418439716312,0.8870967741935484,0.8301886792452831,0.3700787401574803,0.12062256809338522,0.11290322580645161
