Group,Samples,Accuracy,Precision,Recall,F1,Prediction_Rate,False_Positive_Rate,False_Negative_Rate
30-49,427,0.9203747072599532,0.7857142857142857,0.8555555555555555,0.8191489361702128,0.22950819672131148,0.06231454005934718,0.14444444444444443
50+,421,0.8788598574821853,0.7904761904761904,0.9595375722543352,0.8668407310704961,0.498812351543943,0.1774193548387097,0.04046242774566474
