Noise,Accuracy Drop,Precision Drop,Recall Drop,F1 Drop,ROC-AUC Drop
0.01,0.003537735849056589,0.003944752316087818,0.0076045627376426506,0.005524318677604723,0.0006239641220628922
0.05,0.008254716981132115,0.012262009834825394,0.011406844106463865,0.011977514604484818,0.001462415911085091
0.1,0.014150943396226467,0.02462982876995612,0.011406844106463865,0.019249272309518117,0.003984270904422993
