Noise,Accuracy,Precision,Recall,F1,ROC-AUC
0.01,0.8962264150943396,0.7850162866449512,0.9163498098859315,0.8456140350877193,0.9528582106528876
0.05,0.8915094339622641,0.7766990291262136,0.9125475285171103,0.8391608391608392,0.9520197588638654
0.1,0.8856132075471698,0.7643312101910829,0.9125475285171103,0.8318890814558059,0.9494979038705275
